"","lng","lat","facname","facdomain","borocd"
"6982",-73.93012,40.712858,"Waste Management Of New York, L.L.C.","Core Infrastructure and Transportation",301
"6983",-73.959105,40.699277,"Yeshiva Jesode Hatorah","Education, Child Welfare, and Youth",301
"6984",-73.943085,40.709173,"Williamsburg","Health and Human Services",301
"6985",-73.959748,40.710455,"La Guardia Playground","Parks, Gardens, and Historical Sites",301
"6986",-73.949652,40.724385,"Abc Infant & Toddler Center","Education, Child Welfare, and Youth",301
"6987",-73.964123,40.708099,"Bedford Playground","Education, Child Welfare, and Youth",301
"6988",-73.946096,40.7009,"Bartlett Playground","Parks, Gardens, and Historical Sites",301
"6989",-73.955484,40.706818,"Beth Chana","Education, Child Welfare, and Youth",301
"6990",-73.943421,40.707047,"Most Holy Trinity","Health and Human Services",301
"6991",-73.929411,40.71099,"Bkn04g","Core Infrastructure and Transportation",301
"6992",-73.950734,40.70623,"Eng 216,Lad 108,Bat. 35","Public Safety, Emergency Services, and Administration of Justice",301
"6993",-73.958284,40.738051,"NYCTA Crosstown Bus Depot","Administration of Government",301
"6994",-73.959781,40.702499,"Beth Chana School","Education, Child Welfare, and Youth",301
"6995",-73.956856,40.706542,"United Talmudical Academy","Education, Child Welfare, and Youth",301
"6996",-73.952341,40.716496,"The Mount Carmel Early Childhood Center","Education, Child Welfare, and Youth",301
"6997",-73.943229,40.72446,"McGolrick, Monsignor, Park and Shelter Pavilion","Parks, Gardens, and Historical Sites",301
"6998",-73.957262,40.707528,"Rodney Park South","Parks, Gardens, and Historical Sites",301
"6999",-73.945224,40.718156,"Comm Bd 1","Administration of Government",301
"7000",-73.967992,40.711232,"Sherman Parking Management LLC","Core Infrastructure and Transportation",301
"7001",-73.966908,40.716716,"Grand Ferry Park","Parks, Gardens, and Historical Sites",301
"7002",-73.942029,40.723657,"P.S. 110 The Monitor","Education, Child Welfare, and Youth",301
"7003",-73.963596,40.713327,"Berry Street Garden","Parks, Gardens, and Historical Sites",301
"7004",-73.946918,40.710834,"P.S. 018 Edward Bush","Education, Child Welfare, and Youth",301
"7005",-73.951736,40.71778,"Union Ave. Operating LLC","Core Infrastructure and Transportation",301
"7006",-73.943116,40.700802,"Bushwick United Hdfc 8","Education, Child Welfare, and Youth",301
"7007",-73.961476,40.706023,"P.S. 16 Leonard Dunkly School","Education, Child Welfare, and Youth",301
"7008",-73.944495,40.709757,"Lyons Community School","Education, Child Welfare, and Youth",301
"7009",-73.949249,40.737102,"Fleet Storage Facility","Administration of Government",301
"7010",-73.966125,40.708308,"NYCHA-Tompkins Berry","Education, Child Welfare, and Youth",301
"7011",-73.965992,40.705037,"NYCHA Taylor-Wythe Avenue Houses","Education, Child Welfare, and Youth",301
"7012",-73.937769,40.703413,"Bushwick Hylan (3)","Education, Child Welfare, and Youth",301
"7013",-73.957076,40.715257,"P.S. 017 Henry D. Woodworth","Education, Child Welfare, and Youth",301
"7014",-73.960616,40.708131,"Williams Plaza","Education, Child Welfare, and Youth",301
"7015",-73.948227,40.704151,"Lindsay Triangle","Parks, Gardens, and Historical Sites",301
"7016",-73.963705,40.705239,"Williamsburg CCC","Education, Child Welfare, and Youth",301
"7017",-73.933148,40.705787,"NURTUREart Non-Profit, Inc.","Libraries and Cultural Programs",301
"7018",-73.961121,40.713165,"Eng 221, Lad 104","Public Safety, Emergency Services, and Administration of Justice",301
"7019",-73.960616,40.708131,"Williams Plaza","Health and Human Services",301
"7020",-73.945522,40.706779,"P.S. 250 George H. Lindsay","Education, Child Welfare, and Youth",301
"7021",-73.96105,40.716429,"Qp Berry Street LLC","Core Infrastructure and Transportation",301
"7022",-73.963699,40.70525,"Independence Towers","Health and Human Services",301
"7023",-73.943641,40.709941,"I.S. 49 William Gaynor  Interm","Education, Child Welfare, and Youth",301
"7024",-73.956071,40.738503,"Place in History","Libraries and Cultural Programs",301
"7025",-73.948446,40.717159,"Badame Sessa Triangle","Parks, Gardens, and Historical Sites",301
"7026",-73.969434,40.708808,"Schaefer Landing","Parks, Gardens, and Historical Sites",301
"7027",-73.940571,40.728321,"Reliant Trans, Inc. (B2321)","Core Infrastructure and Transportation",301
"7028",-73.960317,40.715012,"Metropolitan Recreation Center","Parks, Gardens, and Historical Sites",301
"7029",-73.948499,40.703213,"I.S. 318 Eugenio Maria De Hostos","Education, Child Welfare, and Youth",301
"7030",-73.933881,40.725511,"Brooklyn Processing II, Inc.","Core Infrastructure and Transportation",301
"7031",-73.943454,40.72224,"City Owned Property","Administration of Government",301
"7032",-73.954778,40.709241,"Bnos Nitra","Education, Child Welfare, and Youth",301
"7033",-73.941234,40.702339,"PS 257 And Playground","Parks, Gardens, and Historical Sites",301
"7034",-73.956965,40.701408,"Yeled V'Yalda Childhood Center","Health and Human Services",301
"7035",-73.939377,40.701868,"Bushwick Pool","Education, Child Welfare, and Youth",301
"7036",-73.963472,40.718044,"Laz Parking New York / New Jersey, LLC","Core Infrastructure and Transportation",301
"7037",-73.954377,40.713543,"Jaime Campiz Playground","Parks, Gardens, and Historical Sites",301
"7038",-73.949311,40.704937,"St. Nicholas NPC/Williamsburg Works","Education, Child Welfare, and Youth",301
"7039",-73.966004,40.708523,"Berry Street-South 9th St. (1)","Education, Child Welfare, and Youth",301
"7040",-73.962992,40.719716,"22/34 North 6th Garage Corp.","Core Infrastructure and Transportation",301
"7041",-73.957552,40.706929,"Williamsburgh","Libraries and Cultural Programs",301
"7042",-73.957597,40.731721,"Astral Apartments","Parks, Gardens, and Historical Sites",301
"7043",-73.940794,40.710851,"Williamsburg Youth Builders","Education, Child Welfare, and Youth",301
"7044",-73.963699,40.70525,"Sheltering Arms Children And Family Services,Inc.","Education, Child Welfare, and Youth",301
"7045",-73.952984,40.705028,"Bnos Yakov School For Girls","Education, Child Welfare, and Youth",301
"7046",-73.957687,40.711951,"Padre Kennedy","Education, Child Welfare, and Youth",301
"7047",-73.943972,40.709175,"Martinez Playground","Parks, Gardens, and Historical Sites",301
"7048",-73.960889,40.710923,"Brooklyn Film Society","Libraries and Cultural Programs",301
"7049",-73.963433,40.71492,"P.S. 084 Jose De Diego","Education, Child Welfare, and Youth",301
"7050",-73.956717,40.708497,"Rodney Park Center","Parks, Gardens, and Historical Sites",301
"7051",-73.953214,40.703718,"PS 141 At IS 71","Education, Child Welfare, and Youth",301
"7052",-73.961086,40.700432,"United Jewish Orgnization of Williamsburg","Education, Child Welfare, and Youth",301
"7053",-73.959513,40.705085,"Uta","Education, Child Welfare, and Youth",301
"7054",-73.947391,40.709334,"Bushwick Improvement Society, Inc.","Education, Child Welfare, and Youth",301
"7055",-73.949338,40.7093,"Ten Eyck Plaza","Parks, Gardens, and Historical Sites",301
"7056",-73.947391,40.709334,"Stagg Street Center For Children","Education, Child Welfare, and Youth",301
"7057",-73.96522,40.719402,"Esplanade & Pedestrian Easemts","Parks, Gardens, and Historical Sites",301
"7058",-73.944323,40.712058,"Williamsburg Community Health Center","Health and Human Services",301
"7059",-73.967028,40.704869,"Jacob's Ladder Playground","Parks, Gardens, and Historical Sites",301
"7060",-73.954876,40.715528,"Williamsburg Preparatory School","Education, Child Welfare, and Youth",301
"7061",-73.959455,40.710825,"Southside United Housing Development Fund Corp","Libraries and Cultural Programs",301
"7062",-73.96081,40.730032,"Wnyc Transmitter Site","Core Infrastructure and Transportation",301
"7063",-73.957632,40.728732,"American Playground","Parks, Gardens, and Historical Sites",301
"7064",-73.9646,40.718803,"Austin, Nichols & Company Warehouse","Parks, Gardens, and Historical Sites",301
"7065",-73.948025,40.719672,"Northside Charter High School","Education, Child Welfare, and Youth",301
"7066",-73.959506,40.706024,"Yeshiva Tzemach Tzadik Viznitz","Education, Child Welfare, and Youth",301
"7067",-73.935425,40.717245,"Carquest Recovery & Towing Inc","Core Infrastructure and Transportation",301
"7068",-73.962075,40.70589,"PS 16 & Playground (Jop)","Parks, Gardens, and Historical Sites",301
"7069",-73.959016,40.735732,"Greenpoint Playground","Parks, Gardens, and Historical Sites",301
"7070",-73.961171,40.712244,"Nuestros Ninos DCC IIi","Education, Child Welfare, and Youth",301
"7071",-73.95902,40.735731,"Greenpoint Park","Parks, Gardens, and Historical Sites",301
"7072",-73.955536,40.705646,"Central American Legal Assistance","Health and Human Services",301
"7073",-73.94992,40.707607,"Young Garden Day Care Center LLC","Education, Child Welfare, and Youth",301
"7074",-73.966082,40.708546,"Berry Street","Health and Human Services",301
"7075",-73.944502,40.711048,"Williamsburg Health Center","Health and Human Services",301
"7076",-73.957259,40.70753,"Rodney Park South","Parks, Gardens, and Historical Sites",301
"7077",-73.953408,40.701933,"P.S. K141","Education, Child Welfare, and Youth",301
"7078",-73.948025,40.719672,"Ms 126","Education, Child Welfare, and Youth",301
"7079",-73.946977,40.710609,"P.S. 18 Edward Bush School","Education, Child Welfare, and Youth",301
"7080",-73.930461,40.717999,"T & T Scrap, LLC","Core Infrastructure and Transportation",301
"7081",-73.949319,40.702681,"De Hostos Playground","Parks, Gardens, and Historical Sites",301
"7082",-73.952419,40.704569,"Bnos Yakov","Education, Child Welfare, and Youth",301
"7083",-73.949768,40.726393,"P.S. 34","Education, Child Welfare, and Youth",301
"7084",-73.953603,40.722223,"Mccarren Park","Parks, Gardens, and Historical Sites",301
"7085",-73.961911,40.712522,"El Regreso IR 1","Health and Human Services",301
"7086",-73.948025,40.719672,"Jhs 126","Health and Human Services",301
"7087",-73.952551,40.70788,"Nuestros Ninos Day Care Center#1","Education, Child Welfare, and Youth",301
"7088",-73.945743,40.722701,"St. Stan's","Education, Child Welfare, and Youth",301
"7089",-73.948129,40.700186,"Camba Summer Success","Education, Child Welfare, and Youth",301
"7090",-73.939569,40.708772,"PS 196 & Playground","Parks, Gardens, and Historical Sites",301
"7091",-73.95672,40.710007,"Marcy Green North Park","Parks, Gardens, and Historical Sites",301
"7092",-73.960164,40.710033,"Williamsburg Bridge Plaza","Core Infrastructure and Transportation",301
"7093",-73.930461,40.717999,"Be Green Trucking LLC","Core Infrastructure and Transportation",301
"7094",-73.9358,40.70351,"Williamsburg Charter High School","Education, Child Welfare, and Youth",301
"7095",-73.929678,40.717146,"City Owned Property","Administration of Government",301
"7096",-73.935411,40.723576,"New York Paving Inc","Core Infrastructure and Transportation",301
"7097",-73.95021,40.73296,"Fortune Metal Inc.","Core Infrastructure and Transportation",301
"7098",-73.951637,40.717098,"Learning Steps Day Care Center, Inc.","Education, Child Welfare, and Youth",301
"7099",-73.939569,40.708772,"Ms 582","Health and Human Services",301
"7100",-73.953477,40.703877,"Juan Morel Campos Secondary School","Education, Child Welfare, and Youth",301
"7101",-73.956799,40.704309,"Congregation Pri Shei","Education, Child Welfare, and Youth",301
"7102",-73.958232,40.708943,"282 South 5th Parking LLC","Core Infrastructure and Transportation",301
"7103",-73.966622,40.713432,"Park Kwik LLC","Core Infrastructure and Transportation",301
"7104",-73.946583,40.710234,"Buhs 4","Education, Child Welfare, and Youth",301
"7105",-73.937939,40.717532,"Cooper Park CCC","Education, Child Welfare, and Youth",301
"7106",-73.956258,40.701731,"Uta 125","Education, Child Welfare, and Youth",301
"7107",-73.953477,40.703877,"Juan Morel Campos Secondary School","Education, Child Welfare, and Youth",301
"7108",-73.957028,40.709322,"Marcy Green Center","Parks, Gardens, and Historical Sites",301
"7109",-73.930747,40.726,"WMNY BQE Transfer Station","Core Infrastructure and Transportation",301
"7110",-73.960384,40.716461,"Whole Foods Market Group, Inc.","Core Infrastructure and Transportation",301
"7111",-73.961831,40.704951,"Keren Mugein Imoisheya","Education, Child Welfare, and Youth",301
"7112",-73.944495,40.709757,"Brooklyn Latin School, The","Education, Child Welfare, and Youth",301
"7113",-73.969434,40.708838,"Kent Garage Corp.","Core Infrastructure and Transportation",301
"7114",-73.954278,40.732062,"Re-Start Acdmy At Outreach Greenpoi","Education, Child Welfare, and Youth",301
"7115",-73.953477,40.703877,"Beginning With Children Charter School II","Education, Child Welfare, and Youth",301
"7116",-73.951462,40.705521,"Yeshiva Keren Hatorah","Education, Child Welfare, and Youth",301
"7117",-73.963403,40.705365,"Independence Community Center","Education, Child Welfare, and Youth",301
"7118",-73.965507,40.708648,"Epiphany Park","Parks, Gardens, and Historical Sites",301
"7119",-73.963023,40.706172,"Yeshiva Jesode Hatorah","Education, Child Welfare, and Youth",301
"7120",-73.948499,40.703213,"IS 318 & Playground","Parks, Gardens, and Historical Sites",301
"7121",-73.93865,40.708876,"PS 196 Playground","Parks, Gardens, and Historical Sites",301
"7122",-73.960702,40.715045,"Metropolitan Pool","Education, Child Welfare, and Youth",301
"7123",-73.962065,40.707268,"Yeshiva Ahavas Israel","Education, Child Welfare, and Youth",301
"7124",-73.943224,40.709825,"Williamsburg","Health and Human Services",301
"7125",-73.935351,40.706556,"Chez Bushwick, Inc.","Libraries and Cultural Programs",301
"7126",-73.960412,40.70055,"Bais Ruchel D'satmar Br3","Education, Child Welfare, and Youth",301
"7127",-73.956322,40.709074,"Rodney Park North","Parks, Gardens, and Historical Sites",301
"7128",-73.945293,40.714992,"Oracle Theatre, Inc.","Libraries and Cultural Programs",301
"7129",-73.960826,40.704256,"Bais Yakov Of Adas Yereim","Education, Child Welfare, and Youth",301
"7130",-73.961171,40.712244,"Coc First Spanish Presb Church","Education, Child Welfare, and Youth",301
"7131",-73.946217,40.734941,"Dept Of Sanitation Greenpoint Marine Transfer Sta Barge Slips","Core Infrastructure and Transportation",301
"7132",-73.958969,40.729977,"Booklyn, Inc.","Libraries and Cultural Programs",301
"7133",-73.941533,40.701411,"Puerto Rican Family Institute Brooklyn Mental Health Clinic","Health and Human Services",301
"7134",-73.953149,40.729281,"The New York League For Early Learning, Inc.","Education, Child Welfare, and Youth",301
"7135",-73.93455,40.705959,"Gilbert Ramirez Park","Parks, Gardens, and Historical Sites",301
"7136",-73.955628,40.7346,"Light Industry Cinema Projects, Ltd.","Libraries and Cultural Programs",301
"7137",-73.961171,40.712244,"Nuestros Ninos DCC III","Education, Child Welfare, and Youth",301
"7138",-73.953603,40.722223,"Automotive High School","Health and Human Services",301
"7139",-73.94027,40.716102,"Red Shed Garden","Parks, Gardens, and Historical Sites",301
"7140",-73.957335,40.713495,"Kings Bay Y At North Williamsburg","Education, Child Welfare, and Youth",301
"7141",-73.939776,40.7162,"NYC Business Solutions Industrial and Transportation - Brooklyn","Health and Human Services",301
"7142",-73.946977,40.710609,"P.S. 18 Edward Bush School","Education, Child Welfare, and Youth",301
"7143",-73.926324,40.709084,"Brooklyn 3 Garage","Administration of Government",301
"7144",-73.945545,40.713132,"Small World","Education, Child Welfare, and Youth",301
"7145",-73.950794,40.722404,"Holy, Mira M","Core Infrastructure and Transportation",301
"7146",-73.928022,40.710834,"Hi-Tech Resource Recovery Inc","Core Infrastructure and Transportation",301
"7147",-73.936911,40.709229,"Allocco Recycling Ltd","Core Infrastructure and Transportation",301
"7148",-73.957337,40.708775,"Marcy Green South","Parks, Gardens, and Historical Sites",301
"7149",-73.938006,40.71337,"Queen Of Rosary Catholic Academy","Education, Child Welfare, and Youth",301
"7150",-73.937101,40.723726,"Sgt. William Dougherty Playground","Administration of Government",301
"7151",-73.963077,40.706128,"Yeshiva Jesode Hatorah","Education, Child Welfare, and Youth",301
"7152",-73.965744,40.70694,"Young Men's And Young Women's Hebrew Association Of Williamsburg, Inc","Education, Child Welfare, and Youth",301
"7153",-73.956051,40.700055,"Williamsburg Kosher Meals Mobile","Education, Child Welfare, and Youth",301
"7154",-73.956324,40.709073,"Rodney Park North","Parks, Gardens, and Historical Sites",301
"7155",-73.939595,40.718542,"Jewish Association For Services For The Aged","Health and Human Services",301
"7156",-73.957076,40.715257,"PS 17 & Playground","Parks, Gardens, and Historical Sites",301
"7157",-73.953989,40.716209,"247 North 7th Street Parking Corp.","Core Infrastructure and Transportation",301
"7158",-73.939722,40.712184,"HS for Legal Studies","Education, Child Welfare, and Youth",301
"7159",-73.943403,40.700879,"Bushwick Job Center","Health and Human Services",301
"7160",-73.960616,40.708131,"Williams Plaza","Health and Human Services",301
"7161",-73.962441,40.720144,"34 North 7th Parking Corp.","Core Infrastructure and Transportation",301
"7162",-73.950356,40.706403,"Asociaciones Dominicanas, Inc - Vulnerable Youth","Education, Child Welfare, and Youth",301
"7163",-73.957561,40.70811,"Marcy Park South","Parks, Gardens, and Historical Sites",301
"7164",-73.954314,40.729616,"Greenpoint Community Health Center","Health and Human Services",301
"7165",-73.955718,40.702098,"Keren Hatorah","Education, Child Welfare, and Youth",301
"7166",-73.95698,40.714464,"Private Frank Sonsire Sq. B196","Parks, Gardens, and Historical Sites",301
"7167",-73.947174,40.705851,"Frances Hamburger Sternberg Pk","Parks, Gardens, and Historical Sites",301
"7168",-73.930461,40.717999,"T N T Scrap LLC","Core Infrastructure and Transportation",301
"7169",-73.953391,40.706635,"ODA Primary Health Care Network, Inc.","Health and Human Services",301
"7170",-73.95997,40.71186,"Success Academy Williamsburg Preschool","Education, Child Welfare, and Youth",301
"7171",-73.948625,40.719819,"Jhs 126","Education, Child Welfare, and Youth",301
"7172",-73.95997,40.71186,"Jhs 50 & Playground","Parks, Gardens, and Historical Sites",301
"7173",-73.957145,40.699547,"Beth Chana, Ltd","Education, Child Welfare, and Youth",301
"7174",-73.963171,40.705331,"Independence Towers","Health and Human Services",301
"7175",-73.953477,40.703877,"P.S. K141","Education, Child Welfare, and Youth",301
"7176",-73.959076,40.702086,"Machne Kehilath Yakov","Education, Child Welfare, and Youth",301
"7177",-73.935425,40.717245,"Scrap It Up Metal Recycling Corp.","Core Infrastructure and Transportation",301
"7178",-73.943301,40.704046,"Riseboro Community Partnership Inc","Health and Human Services",301
"7179",-73.965706,40.707029,"Williamsburg Y Head Start","Education, Child Welfare, and Youth",301
"7180",-73.96356,40.710597,"Kings County Savings Bank","Parks, Gardens, and Historical Sites",301
"7181",-73.948625,40.719819,"JHS 126 - John Ericsson","Education, Child Welfare, and Youth",301
"7182",-73.963538,40.713354,"Berry Street Garden","Parks, Gardens, and Historical Sites",301
"7183",-73.940707,40.70319,"Bushwick Hylan (4)","Education, Child Welfare, and Youth",301
"7184",-73.940065,40.718318,"Cooper Park","Health and Human Services",301
"7185",-73.96045,40.710584,"Continental Army Plaza","Parks, Gardens, and Historical Sites",301
"7186",-73.957116,40.724395,"Bwso Bk Water/Sewer Maint Yard","Administration of Government",301
"7187",-73.946217,40.734941,"Greenpoint Marine Transfer Sta","Core Infrastructure and Transportation",301
"7188",-73.963433,40.71492,"Greenpoint","Education, Child Welfare, and Youth",301
"7189",-73.963171,40.705331,"Independence Towers","Health and Human Services",301
"7190",-73.959166,40.702039,"638 Bedford Avenue","Education, Child Welfare, and Youth",301
"7191",-73.964192,40.719037,"North 4th Place Garage Corp.","Core Infrastructure and Transportation",301
"7192",-73.943972,40.709175,"Williamsburg","Health and Human Services",301
"7193",-73.930373,40.70558,"Guido's Auto Inc.","Core Infrastructure and Transportation",301
"7194",-73.958042,40.707503,"Marcy Park South","Parks, Gardens, and Historical Sites",301
"7195",-73.954809,40.700264,"Pesach Tikvah Family Services Center","Health and Human Services",301
"7196",-73.938006,40.71337,"Queen Of The Rosary Catholic Academy","Health and Human Services",301
"7197",-73.941486,40.702804,"PS 257 & Playground","Parks, Gardens, and Historical Sites",301
"7198",-73.95917,40.705754,"Cong. Camp Divrie Yoel Of Ygs Inc.","Education, Child Welfare, and Youth",301
"7199",-73.96006,40.705111,"Ichud Hatalmidim","Education, Child Welfare, and Youth",301
"7200",-73.947391,40.709334,"Stagg Street Center For Child","Education, Child Welfare, and Youth",301
"7201",-73.940416,40.703251,"Bushwick","Health and Human Services",301
"7202",-73.938705,40.705027,"P.S. 147 Isaac Remsen","Education, Child Welfare, and Youth",301
"7203",-73.95905,40.700621,"Khhd Yoel Of Satmar Bp","Education, Child Welfare, and Youth",301
"7204",-73.939329,40.71576,"Carrig Montessori LLC","Education, Child Welfare, and Youth",301
"7205",-73.965164,40.715683,"East River Ensemble, Inc.","Libraries and Cultural Programs",301
"7206",-73.964571,40.71874,"Quik Park 184 Management LLC","Core Infrastructure and Transportation",301
"7207",-73.959662,40.706895,"Yeshiva Kehilath Yakov","Education, Child Welfare, and Youth",301
"7208",-73.959166,40.702039,"Bnos Yakov Educational Center","Libraries and Cultural Programs",301
"7209",-73.955421,40.700682,"Middleton Playground","Parks, Gardens, and Historical Sites",301
"7210",-73.964908,40.710183,"Gm&M Park Inc.","Core Infrastructure and Transportation",301
"7211",-73.954398,40.71599,"247 North 7th Street Parking Corp","Core Infrastructure and Transportation",301
"7212",-74.003865,40.626844,"Ahrc Middle/High School","Education, Child Welfare, and Youth",310
"7213",-74.026778,40.636185,"Gateway City Academy","Education, Child Welfare, and Youth",310
"7214",-74.02566,40.621684,"Bay Ridge Municipal Garage","Core Infrastructure and Transportation",310
"7215",-74.028216,40.621441,"C21 Parking Mgmt, LLC","Core Infrastructure and Transportation",310
"7216",-74.020397,40.624085,"City Owned Property","Administration of Government",310
"7217",-74.015959,40.63334,"Leif Ericson Park","Parks, Gardens, and Historical Sites",310
"7218",-74.01574,40.62566,"St. Ephraim School","Education, Child Welfare, and Youth",310
"7219",-74.029919,40.607428,"Casemate Fort, Whiting Quadrangle","Parks, Gardens, and Historical Sites",310
"7220",-74.03874,40.632068,"John Paul Jones Park","Parks, Gardens, and Historical Sites",310
"7221",-74.021589,40.622803,"Dan Ross Playground","Parks, Gardens, and Historical Sites",310
"7222",-74.014427,40.630504,"Worldtots, LLC","Education, Child Welfare, and Youth",310
"7223",-74.028553,40.62867,"Tutor Time Learning Centers, LLC.","Education, Child Welfare, and Youth",310
"7224",-74.024564,40.614613,"Poly Prep Country Day School","Education, Child Welfare, and Youth",310
"7225",-74.010012,40.630406,"DCI-Narrows Kidney Center","Health and Human Services",310
"7226",-74.008474,40.618904,"Dyker Heights Counseling Center","Health and Human Services",310
"7227",-74.030657,40.615181,"Yai/N.Y.L. William O'Connor Bay Ridge School","Education, Child Welfare, and Youth",310
"7228",-74.005964,40.618658,"Lefferts Park Bible School","Education, Child Welfare, and Youth",310
"7229",-74.018795,40.630427,"Ralph A. Fabrizio School","Education, Child Welfare, and Youth",310
"7230",-74.011275,40.6155,"Saint Bernadette School","Education, Child Welfare, and Youth",310
"7231",-74.020464,40.621418,"One Stop 86 St. Inc.","Core Infrastructure and Transportation",310
"7232",-74.028946,40.634318,"PS 102 & Playground","Parks, Gardens, and Historical Sites",310
"7233",-74.025539,40.639092,"Leif Ericson Drive Park","Parks, Gardens, and Historical Sites",310
"7234",-74.033031,40.642439,"Owls Head Wpcp","Core Infrastructure and Transportation",310
"7235",-74.032172,40.623977,"Stepping Stones","Education, Child Welfare, and Youth",310
"7236",-74.019256,40.620345,"Redeemer-St. John's Nursery School","Education, Child Welfare, and Youth",310
"7237",-74.03203,40.627437,"T.E.A.C.H.-Early Advantage","Education, Child Welfare, and Youth",310
"7238",-74.013438,40.634574,"MJHS Home Care","Health and Human Services",310
"7239",-74.040698,40.625716,"Dyker Park Playhouse","Education, Child Welfare, and Youth",310
"7240",-74.022875,40.632963,"Lutheran Elementary School Of Bay Ridge","Education, Child Welfare, and Youth",310
"7241",-74.013284,40.618765,"J.H.S. 201 The Dyker Heights","Education, Child Welfare, and Youth",310
"7242",-74.035897,40.621288,"Brooklyn Archdiocese","Education, Child Welfare, and Youth",310
"7243",-74.018991,40.620833,"IS 68","Education, Child Welfare, and Youth",310
"7244",-74.027256,40.620751,"Fort Hamilton Clinic","Health and Human Services",310
"7245",-74.008137,40.620359,"Little Hands And Feet School","Education, Child Welfare, and Youth",310
"7246",-74.002789,40.626389,"Pre - K Center At 1258 65th Street","Education, Child Welfare, and Youth",310
"7247",-74.035897,40.621288,"Visitation Academy","Education, Child Welfare, and Youth",310
"7248",-74.023365,40.636699,"USDA-CEO P371k At Telecommunications","Education, Child Welfare, and Youth",310
"7249",-74.025629,40.631907,"Treasure Island","Education, Child Welfare, and Youth",310
"7250",-74.025137,40.638154,"Eng 241, Lad 109","Public Safety, Emergency Services, and Administration of Justice",310
"7251",-74.031652,40.611821,"John J Carty Park","Education, Child Welfare, and Youth",310
"7252",-74.003552,40.62404,"T.Z. Brothers General Contractors Inc.","Core Infrastructure and Transportation",310
"7253",-74.024225,40.630516,"Manual Therapy Center, Inc.","Education, Child Welfare, and Youth",310
"7254",-74.007056,40.627853,"NIA Community Services Network, Inc.","Libraries and Cultural Programs",310
"7255",-74.030869,40.619871,"Bunny Hill Preschool","Education, Child Welfare, and Youth",310
"7256",-74.022832,40.620995,"Smart Set","Education, Child Welfare, and Youth",310
"7257",-74.028623,40.618006,"P.S. K053","Education, Child Welfare, and Youth",310
"7258",-74.014778,40.626213,"J.H.S. 259 William Mckinley","Education, Child Welfare, and Youth",310
"7259",-74.00394,40.627874,"Supertndt Office (Old Annex)","Administration of Government",310
"7260",-74.022856,40.6209,"Park","Parks, Gardens, and Historical Sites",310
"7261",-74.029722,40.634698,"Step Ahead Day Care Center","Education, Child Welfare, and Youth",310
"7262",-74.0244,40.624463,"Comm Bd 10","Administration of Government",310
"7263",-74.023731,40.631563,"Camp Olympia At PS 102","Education, Child Welfare, and Youth",310
"7264",-74.02566,40.621684,"Bay Ridge Municipal Garage","Administration of Government",310
"7265",-74.023554,40.620195,"Former Sanit Section Station","Administration of Government",310
"7266",-74.020374,40.622207,"Coffey Square/Park Strip","Parks, Gardens, and Historical Sites",310
"7267",-74.023365,40.636699,"High School Of Telecommunication Arts And Technology","Education, Child Welfare, and Youth",310
"7268",-74.012653,40.613834,"City Owned Property","Administration of Government",310
"7269",-74.027011,40.617058,"C&S E-Superette, Inc.","Core Infrastructure and Transportation",310
"7270",-74.039362,40.627177,"Fort Hamilton High School","Education, Child Welfare, and Youth",310
"7271",-74.00507,40.624781,"P.S. 176 Ovington","Education, Child Welfare, and Youth",310
"7272",-74.013438,40.634574,"Metropolitan Jewish Long Term Home Care","Health and Human Services",310
"7273",-74.008174,40.6297,"Okie Dokie, Inc.","Education, Child Welfare, and Youth",310
"7274",-74.026182,40.63236,"CCNS-Our Lady of Angels Human Services","Health and Human Services",310
"7275",-74.032608,40.616301,"City Owned Property","Administration of Government",310
"7276",-74.023314,40.633699,"Bay Ridge Community Service Center","Health and Human Services",310
"7277",-74.008616,40.619517,"Thursday's Child, Inc.","Education, Child Welfare, and Youth",310
"7278",-74.013284,40.618765,"Patrick O'Rourke Playground","Parks, Gardens, and Historical Sites",310
"7279",-74.016999,40.634682,"First Evangelical Free Church Summer","Education, Child Welfare, and Youth",310
"7280",-74.029582,40.618631,"Verrazano Service Inc.","Core Infrastructure and Transportation",310
"7281",-74.028576,40.620411,"USDA-CEO P231k At PS 264","Education, Child Welfare, and Youth",310
"7282",-74.032979,40.624531,"Park Slope Day Camp","Education, Child Welfare, and Youth",310
"7283",-74.015532,40.625899,"St Ephrem School","Education, Child Welfare, and Youth",310
"7284",-74.020619,40.621705,"City Owned Property","Administration of Government",310
"7285",-74.026325,40.632097,"Treasure Island","Education, Child Welfare, and Youth",310
"7286",-74.023034,40.633715,"PS/IS 30 Annex","Education, Child Welfare, and Youth",310
"7287",-74.032803,40.624114,"Adelphi Academy","Education, Child Welfare, and Youth",310
"7288",-74.022875,40.632963,"Scandinavian East Coast Museum","Libraries and Cultural Programs",310
"7289",-74.027112,40.614135,"Park","Parks, Gardens, and Historical Sites",310
"7290",-74.030765,40.62497,"61st Street Play Street Pal","Education, Child Welfare, and Youth",310
"7291",-74.030955,40.615331,"St Patrick Catholic Academy","Education, Child Welfare, and Youth",310
"7292",-74.035656,40.618661,"Stepping Stones-The Next Step","Education, Child Welfare, and Youth",310
"7293",-74.016732,40.626562,"McKinley Park","Parks, Gardens, and Historical Sites",310
"7294",-74.031652,40.611821,"John J Carty Park","Parks, Gardens, and Historical Sites",310
