"","the_geom","female_50_54","the_geom_webmercator","shared_puma","fp_500_mhhi","fp_100_mhhi","cd_tot_resunits","fp_500_resunits","fp_500_bldg","fp_100_resunits","cd_tot_bldgs","fp_100_bldg","moe_under18_rate_nyc","moe_under18_rate_boro","total_lot_area","lot_area_other_no_data","lot_area_parking","lot_area_open_space","lot_area_public_facility_institution","lot_area_transportation_utility","lot_area_industrial_manufacturing","lot_area_commercial_office","lot_area_mixed_use","lot_area_res_multifamily_elevator","lot_area_res_multifamily_walkup","lot_area_res_1_2_family_bldg","lots_total","lots_other_no_data","lots_vacant","lots_parking","lots_open_space","lots_public_facility_institution","lots_transportation_utility","lots_industrial_manufacturing","lots_commercial_office","lots_mixed_use","lots_res_multifamily_elevator","lots_res_multifamily_walkup","lots_res_1_2_family_bldg","pct_served_parks","count_public_schools","count_libraries","count_hosp_clinic","count_parks","crime_count_nyc","crime_count_boro","crime_count","pct_clean_strts_nyc","pop_acs","pop_2010","pop_2000","puma","borocd","fp_500_pop","fp_100_pop","lot_area_vacant","cb_email","cb_website","acs_tooltip","neighborhoods","son_issue_3","son_issue_2","son_issue_1","cd_son_fy2018","shared_puma_cd","cd_short_title","cd_full_title","fp_500_cost_burden","fp_100_cost_burden","fp_500_rent_burden","fp_100_rent_burden","fp_500_permortg","fp_100_permortg","fp_500_ownerocc","fp_100_ownerocc","fp_500_openspace","fp_100_openspace","fp_500_area","fp_100_area","pct_hispanic","pct_other_nh","pct_asian_nh","pct_black_nh","pct_white_nh","female_85_over","male_85_over","female_80_84","male_80_84","female_75_79","male_75_79","female_70_74","male_70_74","female_65_69","male_65_69","female_60_64","male_60_64","female_55_59","male_55_59","cartodb_id","male_50_54","female_45_49","male_45_49","female_40_44","male_40_44","female_35_39","male_35_39","female_30_34","male_30_34","female_25_29","male_25_29","female_20_24","male_20_24","female_15_19","male_15_19","female_10_14","male_10_14","female_5_9","male_5_9","female_under_5","male_under_5","moe_over65_rate_nyc","over65_rate_nyc","moe_over65_rate_boro","over65_rate_boro","moe_over65_rate","over65_rate","under18_rate_nyc","under18_rate_boro","moe_under18_rate","under18_rate","moe_lep_rate_nyc","lep_rate_nyc","moe_lep_rate_boro","lep_rate_boro","moe_lep_rate","lep_rate","moe_foreign_born","pct_foreign_born","pct_lot_area_other_no_data","pct_lot_area_vacant","pct_lot_area_parking","pct_lot_area_open_space","pct_lot_area_public_facility_institution","pct_lot_area_transportation_utility","pct_lot_area_industrial_manufacturing","pct_lot_area_commercial_office","pct_lot_area_mixed_use","pct_lot_area_res_multifamily_elevator","pct_lot_area_res_multifamily_walkup","pct_lot_area_res_1_2_family_bldg","crime_per_1000_nyc","crime_per_1000_boro","crime_per_1000","pct_clean_strts_boro","pct_clean_strts","moe_hh_rent_burd_nyc","pct_hh_rent_burd_nyc","moe_hh_rent_burd_boro","pct_hh_rent_burd_boro","moe_hh_rent_burd","pct_hh_rent_burd","moe_mean_commute_nyc","mean_commute_nyc","moe_mean_commute_boro","mean_commute_boro","moe_mean_commute","mean_commute","moe_unemnployment","unemployment_nyc","moe_unemployment_boro","unemployment_boro","moe_unemployment_cd","unemployment_cd","moe_bach_deg_nyc","pct_bach_deg_nyc","moe_bach_deg_boro","pct_bach_deg_boro","moe_bach_deg","pct_bach_deg","poverty_rate_nyc","poverty_rate_boro","moe_poverty_rate","poverty_rate","pop_change_00_10","area_sqmi","acres","acs_tooltip_2","acs_tooltip_3","fp_100_ownerocc_value","fp_500_ownerocc_value","fp_100_mortg_value","fp_500_mortg_value","fp_100_cost_burden_value","fp_500_cost_burden_value","fp_100_rent_burden_value","fp_500_rent_burden_value","subborough","borough"
"23",NA,4.1,NA,"false",35000,36000,65392,32881,19797,14545,44947,8647,0,NA,204869858,1177780,3143109,79096889,6260102,2798260,5265844,8355730,2153575,5413576,9259321,77143760,35604,111,499,260,94,226,119,162,574,811,41,2384,30323,77,51,5,10,17,96515,28276,1827,96,208920,193543,194653,4009,318,77004,31115,4801912,"bkbrd18@optonline.net","","American Community Survey 2012-2016 5-Year Estimates for PUMA 4009, which is an approximation of Brooklyn CD 18","Bergen Beach, Canarsie, Flatlands, Georgetown, Marine Park, Mill Basin, Mill Island, Paerdegat Basin","Street conditions (roadway maintenance)","Resiliency","Parks","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk18_statement_2018.pdf","","Brooklyn CD 18","Brooklyn Community District 18",0.4740668929,0.4912402562,0.4979606313,0.5085899152,0.7489534218,0.7423014587,0.5374813481,0.5508460165,2.811,2.649,8.71,3.83,8,1.7,4.4,63,23,1.3,0.5,0.9,0.5,1.2,0.9,1.9,1.3,2.7,2.1,3.9,2.8,3.9,3.3,42,3,3.7,3,3.8,2.8,3.2,2.7,3.5,3.1,3.7,3.4,3.7,3.4,3.2,3.5,3.5,3.4,3.2,3,3,2.9,0.1,13,0.1,12.2,0.4,13.3,21.2,23.3,0.5,23.1,0.1,23,0.2,23.1,0.6,14.5,0.8,40.5,0.005748918,0.023438841,0.015341979,0.386083584,0.030556481,0.01365872,0.025703361,0.040785551,0.010511917,0.026424463,0.045196112,0.376550073,11.8,11.2,9.498186,93.4,93.3,0.2,44.6,0.3,45.7,1.8,43.4,0.1,40.3,0.2,42,0.6,47,0.1,5.5,0.1,5.7,0.4,5.6,0.2,36.2,0.2,34.1,0.8,30.4,20.3,21.6,0.8,15,-0.01,8.5,5410.5,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4009, which is an approximation of Brooklyn CD 18.","2010 Census population counts for floodplain area within Brooklyn CD 18.",12957,22693,9618,16996,6365,10758,4559,8424,"Other_Manhattan","Manhattan"
"24",NA,3.1,NA,"false",41000,51000,84490,12800,1961,5933,24420,1093,0,NA,100422779,455513,3497352,8255068,4719329,8843163,10901245,7736343,5929879,8107664,19438638,19298073,19437,55,361,528,64,205,122,843,673,1645,188,6371,8382,63,57,6,18,13,96515,19371,1971,96,172468,191105,211220,4101,401,10550,3806,3240512,"Qn01@cb.nyc.gov","www1.nyc.gov/site/queenscb1/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 4101, which is an approximation of Queens CD 1","Astoria, Astoria Heights, Queensbridge, Dutch Kills, Long Island City, Ravenswood, Rikers Island (BX), Steinway","Other","Police-community relations","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn01_statement_2018.pdf","","Queens CD 1","Queens Community District 1",0.4713094654,0.42907058,0.4982382879,0.5404699739,0.5247670427,0.573025856,0.1799011823,0.2183399451,0.151,0.143,2.86,1.33,27.2,2.9,15.9,6.3,47.8,1.2,0.5,1,0.7,1.3,0.9,1.6,1.2,2.2,1.7,2.4,2.1,2.8,2.3,43,3,3.3,3.3,3.1,3.6,4.3,4.7,6.2,6.3,7.1,6.8,3.8,3.6,1.8,2,1.8,2,1.8,1.9,2.3,2.5,0.1,13,0.1,13.7,0.6,12.3,21.2,20.5,0.6,14.5,0.1,23,0.2,28.9,0.9,24.8,1,40.4,0.004535953,0.032268695,0.034826282,0.082203142,0.046994607,0.088059334,0.108553509,0.077037731,0.059049143,0.080735308,0.193568015,0.192168283,11.8,9.1,12.989852,96.8,95.6,0.2,44.6,0.6,47.5,1.5,39.2,0.1,40.3,0.2,43,0.4,38,0.1,5.5,0.1,5,0.4,5.4,0.2,36.2,0.3,30.6,1,43.9,20.3,20.2,0.9,18.3,-0.1,6.2,3938,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4101, which is an approximation of Queens CD 1.","2010 Census population counts for floodplain area within Queens CD 1.",1431,2039,820,1070,614,961,2277,3818,"Astoria","Queens"
"25",NA,3.2,NA,"false",98000,101000,55803,14643,1081,8664,12113,505,0,NA,87751784,1311912,5588900,13723728,3322591,5720283,23134002,4475433,2800895,4695389,7538468,10366885,10790,53,405,495,52,139,124,938,423,651,194,2587,4729,76,41,3,7,18,96515,19371,986,96,139088,113200,109920,4109,402,9392,5875,5073298,"qn02@cb.nyc.gov","www.nyc.gov/queenscb2","American Community Survey 2012-2016 5-Year Estimates for PUMA 4109, which is an approximation of Queens CD 2","Blissville, Hunters Point, Long Island City, Sunnyside, Sunnyside Gardens, Woodside","Schools","Health care services","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn02_statement_2018.pdf","","Queens CD 2","Queens Community District 2",0.243902439,0.2614457831,0.3591438464,0.3618373275,0.7089077413,0.7186746988,0.177890964,0.1769534165,0.089,0.083,1.31,0.64,33.2,2.3,35.2,1.3,28.1,0.9,0.4,0.9,0.6,1.1,0.9,1.6,1.2,2.2,1.8,2.5,2.5,3,2.7,44,3.4,3.1,3.8,3.7,5,4.6,5.1,5.4,5.7,5.2,4.9,2.7,2.9,2.3,1.9,2,2.3,2.4,2.6,2.7,3,0.1,13,0.1,13.7,0.5,11.6,21.2,20.5,0.9,17.5,0.1,23,0.2,28.9,1.4,39.5,1,55.1,0.01495026,0.057814186,0.063689873,0.156392581,0.037863515,0.065187085,0.263629991,0.051001049,0.031918382,0.053507619,0.085906721,0.118138738,11.8,9.1,7.547115,96.8,93.5,0.2,44.6,0.6,47.5,1.7,44.2,0.1,40.3,0.2,43,0.5,38,0.1,5.5,0.1,5,0.3,3.7,0.2,36.2,0.3,30.6,1.2,38.1,20.3,20.2,1,20.4,0.03,5,3211.4,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4109, which is an approximation of Queens CD 2.","2010 Census population counts for floodplain area within Queens CD 2.",1660,1886,1193,1337,434,460,1993,2282,"Sunnyside/Woodside","Queens"
"26",NA,3,NA,"false",52000,NA,52716,11,11,5,18893,8,0,NA,52665349,75005,1183837,995829,3431310,213682,187623,5545696,2430609,5029075,9806149,23151966,14685,25,232,138,27,146,19,30,469,759,197,3376,9267,70,31,4,10,15,96515,19371,1829,96,180562,171576,169083,4102,403,0,0,614568,"communityboard3@nyc.rr.com","www.cb3qn.nyc.gov","American Community Survey 2012-2016 5-Year Estimates for PUMA 4102, which is an approximation of Queens CD 3","East Elmhurst, Jackson Heights, North Corona","Senior services","Schools","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn03_statement_2018.pdf","","Queens CD 3","Queens Community District 3",0.4645941278,0,0.6883852691,0,0.6390328152,0,0.3821782178,0,0,0,2.12,1.06,66.7,1.5,16.9,4.8,10,1,0.4,1,0.5,1,0.9,1.7,1.2,2.1,1.6,2.5,2,2.5,3,45,3.2,3.4,3.9,3.2,4.2,3.5,4.2,3.9,5.3,4.3,5,3.8,3.9,2.6,2.7,2.6,2.8,3,3.1,3.4,3.7,0.1,13,0.1,13.7,0.6,11.3,21.2,20.5,0.8,21.7,0.1,23,0.2,28.9,1.1,47.7,1,60,0.001424181,0.011669305,0.02247848,0.018908619,0.065153086,0.004057355,0.003562551,0.10530066,0.046151958,0.095491155,0.186197361,0.43960529,11.8,9.1,10.079284,96.8,94.8,0.2,44.6,0.6,47.5,1.9,53.7,0.1,40.3,0.2,43,0.7,41,0.1,5.5,0.1,5,0.4,4.3,0.2,36.2,0.3,30.6,0.9,19.9,20.3,20.2,1,25.4,0.01,3,1905.3,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4102, which is an approximation of Queens CD 3.","2010 Census population counts for floodplain area within Queens CD 3.",0,579,0,370,0,269,0,486,"Jackson Heights","Queens"
"27",NA,2.7,NA,"false",61000,NA,52627,9,4,0,14600,0,0,NA,42387581,32702,844325,1163870,2921111,1089268,880401,2990643,2955527,4785213,12119382,12024933,11913,18,231,169,24,129,41,71,411,791,188,4854,4986,76,35,2,6,12,96515,19371,1344,96,142289,172598,167005,4107,404,0,0,580206,"qn04@cb.nyc.gov","www1.nyc.gov/site/queenscb4/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 4107, which is an approximation of Queens CD 4","Corona, Corona Heights, Elmhurst, Lefrak City","Traffic","Schools","Neighborhood preservation (development trends)","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn04_statement_2018.pdf","","Queens CD 4","Queens Community District 4",0.4264705882,0,0.4874651811,0,0.4264705882,0,0.1592505855,0,0.001,0,0,0,50.7,1.9,33.2,7.9,6.3,0.9,0.4,0.9,0.5,1.3,0.8,1.5,1.1,2.3,1.8,2.8,2.4,3.1,3.1,46,3.1,2.9,3.5,3.9,4.2,3.8,4.4,4.2,4.5,3.7,4.7,3.2,3.9,2.4,2.8,2.6,2.9,2.8,3.4,3.5,4,0.1,13,0.1,13.7,0.7,11.6,21.2,20.5,0.9,22.3,0.1,23,0.2,28.9,1.3,52,1.2,62.7,0.0007715,0.013688113,0.01991916,0.027457807,0.068914312,0.02569781,0.020770258,0.070554699,0.069726248,0.112891863,0.285918227,0.283690003,11.8,9.1,10.227701,96.8,94.8,0.2,44.6,0.6,47.5,2.1,56,0.1,40.3,0.2,43,0.8,43,0.1,5.5,0.1,5,0.5,3.9,0.2,36.2,0.3,30.6,1.1,21.3,20.3,20.2,1.3,27.1,0.03,2.4,1506.8,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4107, which is an approximation of Queens CD 4.","2010 Census population counts for floodplain area within Queens CD 4.",0,68,0,29,0,29,0,175,"Elmhurst/Corona","Queens"
"28",NA,4,NA,"false",46000,54000,94225,9740,2843,5505,48642,1672,0,NA,292451153,1561655,4854814,32996589,16531395,3184251,12255126,13099212,6420333,13304886,18557937,100993978,34754,92,848,459,129,322,83,432,904,1229,283,2964,27009,79,41,9,15,27,96515,19371,1780,96,250162,247354,242952,4103,407,10081,5868,68690977,"qn07@cb.nyc.gov","www.nyc.gov/queenscb7","American Community Survey 2012-2016 5-Year Estimates for PUMA 4103, which is an approximation of Queens CD 7","Auburndale, Bay Terrace, Beechhurst, Clearview, College Point, Downtown Flushing, East Flushing, Flushing, Malba, Murray Hill, Queensboro Hill, Waldheim, Whitestone","Traffic","Street flooding","Street conditions (roadway maintenance)","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn07_statement_2018.pdf","","Queens CD 7","Queens Community District 7",0.3598993289,0.3448309845,0.5294471878,0.4951571793,0.5076435496,0.514142111,0.4954280964,0.5592174153,0.411,0.371,7.23,4.53,17.6,2.5,52.1,2.1,25.6,2,0.9,1.5,1.1,1.8,1.3,2,1.9,2.8,2.3,3.5,3,4,3.5,49,4,3.8,3.7,3.8,2.9,3.2,3.4,3.5,3.3,3.7,3.9,3.1,2.8,2.1,2.5,2.2,2.3,2.4,2.4,2.7,2.7,0.1,13,0.1,13.7,0.5,17.5,21.2,20.5,0.6,17.6,0.1,23,0.2,28.9,1,49.1,0.8,57.2,0.005339883,0.234880172,0.016600427,0.112827693,0.05652703,0.010888147,0.041904865,0.044791111,0.021953523,0.045494387,0.063456536,0.345336228,11.8,9.1,7.653031,96.8,98.2,0.2,44.6,0.6,47.5,1.6,55.4,0.1,40.3,0.2,43,0.7,41,0.1,5.5,0.1,5,0.3,3.5,0.2,36.2,0.3,30.6,0.9,27.4,20.3,20.2,1,25.2,0.02,11.8,7539.8,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4103, which is an approximation of Queens CD 7.","2010 Census population counts for floodplain area within Queens CD 7.",10147,10728,5217,5446,3499,3861,2914,4396,"Flushing/Whitestone","Queens"
"29",NA,3,NA,"false",30000,25000,40951,167,367,0,14587,238,0,NA,78729669,339848,1030807,22229800,2935732,12563372,10177885,2087812,3450542,1100425,8878770,12748334,13372,36,218,213,36,169,94,646,241,1461,75,3683,6500,87,42,2,21,16,96515,28276,1099,96,151258,126230,120063,4012,307,2363,67,1186342,"bk07@cb.nyc.gov","www.nyc.gov/bk07","American Community Survey 2012-2016 5-Year Estimates for PUMA 4012, which is an approximation of Brooklyn CD 7","Sunset Park, Windsor Terrace","Other","Schools","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk07_statement_2018.pdf","","Brooklyn CD 7","Brooklyn Community District 7",0.6312056738,0.8064516129,0.645021645,0.6095238095,0.6241134752,0.7419354839,0.1589627959,0.1483253589,0.004,0,1.35,0.65,41.2,1.6,32.4,2.6,22.3,0.8,0.3,0.7,0.5,0.9,0.6,1.1,1,1.6,1.5,2.3,2.2,2.4,2.5,31,3.1,3.3,3.2,3.5,3.8,4.4,4.6,4.2,5.1,5,5.6,3.5,3.4,2.6,2.4,2.7,3.1,3.5,4,3.8,4.1,0.1,13,0.1,12.2,0.5,8.9,21.2,23.3,0.7,24.1,0.1,23,0.2,23.1,1.2,48.2,1,47.8,0.004316645,0.015068551,0.013092993,0.282356071,0.037288763,0.159576081,0.12927636,0.026518745,0.043827721,0.013977259,0.112775401,0.161925411,11.8,11.2,7.397846,93.4,92.3,0.2,44.6,0.3,45.7,1.5,51.7,0.1,40.3,0.2,42,0.7,43,0.1,5.5,0.1,5.7,0.5,5.1,0.2,36.2,0.2,34.1,1,26.2,20.3,21.6,1.2,29.4,0.05,3.7,2390.6,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4012, which is an approximation of Brooklyn CD 7.","2010 Census population counts for floodplain area within Brooklyn CD 7.",62,141,46,88,50,89,192,447,"Morningside Heights/Hamilton Heights","Manhattan"
"30",NA,3.8,NA,"false",NA,NA,46868,0,0,0,8336,0,0,NA,30820746,93543,795253,1666999,3066682,466629,948806,794467,2753179,3795258,9794783,5941690,8071,56,278,169,19,211,48,116,117,1038,170,3116,2733,92,42,1,12,8,96515,28276,1167,96,127627,96317,96076,4006,308,0,0,703457,"brooklyncb8@gmail.com","www.brooklyncb8.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 4006, which is an approximation of Brooklyn CD 8","Crown Heights, Prospect Heights, Weeksville","Police-community relations","Neighborhood preservation (development trends)","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk08_statement_2018.pdf","","Brooklyn CD 8","Brooklyn Community District 8",0,0,0,0,0,0,0,0,0,0,0,0,12.2,3.4,3.7,59.3,21.3,1.1,0.4,0.8,0.4,1.2,0.7,1.6,0.9,2,1.5,2.5,2.2,3.3,2.4,32,2.3,3.2,2.8,3.6,3.5,4.5,3.6,5.8,4.7,5.9,5.4,4.3,3.7,2.6,2.9,2.6,2.2,2.6,2.5,3.1,3.4,0.1,13,0.1,12.2,0.5,10.6,21.2,23.3,0.8,19.9,0.1,23,0.2,23.1,0.7,8.7,1.2,29.5,0.003035066,0.022824139,0.025802523,0.054086913,0.099500577,0.015140094,0.030784654,0.02577702,0.089328759,0.123139719,0.317798375,0.19278216,11.8,11.2,10.868352,93.4,91.9,0.2,44.6,0.3,45.7,1.6,43.6,0.1,40.3,0.2,42,0.7,42,0.1,5.5,0.1,5.7,0.5,5.7,0.2,36.2,0.2,34.1,1.2,38.1,20.3,21.6,1,21.4,0,1.6,1047,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4006, which is an approximation of Brooklyn CD 8.","2010 Census population counts for floodplain area within Brooklyn CD 8.",0,0,0,0,0,0,0,0,"Central Harlem","Manhattan"
"31",NA,3.7,NA,"true",15000,17000,36543,3382,460,1157,4286,316,0,0,41398733,1400664,2354668,2596334,4344348,5346111,7536199,2160730,2709172,5866022,3123527,2444175,4050,55,232,252,48,170,83,322,281,483,104,829,1191,99,77,3,35,13,96515,20128,2373,96,NA,91497,82159,3710,201,1412,580,1516783,"brxcb1@optonline.net","www1.nyc.gov/site/bronxcb1/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 3710, which is an approximation of both Bronx CD 1 and Bronx CD 2","Melrose, Mott Haven, Port Morris","Unemployment","Health care services","Affordable housing","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx01_statement_2018.pdf","Bronx CD 2","Bronx CD 1","Bronx Community District 1",0.5355191257,0.5730994152,0.5873947436,0.5804171085,0.5300546448,0.567251462,0.0418956044,0.052957572,0.001,0,0.84,0.45,68.2,1.2,0.8,28.2,1.6,0.8,0.3,0.7,0.3,0.9,0.5,1.5,1,1.8,1.3,2.5,2.1,3,2.3,13,2.8,3.4,3.2,3.6,2.9,3.5,2.7,4.1,3.4,4.3,3.6,4.6,4.2,3.8,3.7,4.2,3.8,4,4.1,3.6,3.8,0.1,13,0.1,11.3,0.4,8.2,21.2,25.6,0.9,29.3,0.1,23,0.3,26,1.2,33.7,1.1,29.6,0.033833499,0.036638392,0.056877779,0.062715301,0.104939154,0.129137068,0.182039363,0.052193143,0.06544094,0.141695689,0.075449821,0.05903985,11.8,14.3,23.359522,95.2,90.3,0.2,44.6,0.5,50.6,1.5,48.6,0.1,40.3,0.2,43.5,0.9,43,0.1,5.5,0.2,7.5,0.6,6.1,0.2,36.2,0.3,19.1,0.9,9.8,20.3,25.8,1.1,29.3,0.11,2.2,1386.6,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3710, which is an approximation of Bronx CD 1.","2010 Census population counts for floodplain area within Bronx CD 1.",171,183,97,97,98,98,1642,2302,"Williamsburg/Greenpoint","Brooklyn"
"32",NA,3,NA,"true",15000,17000,19017,3,299,0,3176,169,0,0,48601151,8219473,1842397,3444778,2193992,8547745,10149082,1307919,1643831,1322814,2737336,1898231,2995,84,192,170,50,100,52,358,111,195,106,757,820,97,39,1,19,18,96515,20128,946,96,NA,52246,46824,3710,202,848,848,5293553,"brxcb2@optonline.net","www.bxcb2.org","American Community Survey 2012-2016 5-Year Estimates for PUMA 3710, which is an approximation of both Bronx CD 2 and Bronx CD 1","Hunts Point, Longwood","Schools","Parks","Health care services","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx02_statement_2018.pdf","Bronx CD 1","Bronx CD 2","Bronx Community District 2",0.5355191257,0.5730994152,0.5873947436,0.5804171085,0.5300546448,0.567251462,0.0418956044,0.052957572,0.086,0.081,2.07,1.04,68.2,1.2,0.8,28.2,1.6,0.7,0.2,0.7,0.3,0.9,0.7,1.3,0.9,1.6,0.9,1.7,1.8,2.5,2.2,14,2.8,3.4,2.8,3,2.7,3.8,3.4,3.9,3.9,4,4.7,4.1,5.3,4.1,4.4,3.7,4.2,3.9,4.3,3.9,4.3,0.1,13,0.1,11.3,0.4,8.2,21.2,25.6,0.9,29.3,0.1,23,0.3,26,1.2,33.7,1.1,29.6,0.169120954,0.108918264,0.037908506,0.070878527,0.045142799,0.175875361,0.208823902,0.026911276,0.033822882,0.02721775,0.056322452,0.039057326,11.8,14.3,20.880331,95.2,93.6,0.2,44.6,0.5,50.6,1.5,48.6,0.1,40.3,0.2,43.5,0.9,43,0.1,5.5,0.2,7.5,0.6,6.1,0.2,36.2,0.3,19.1,0.9,9.8,20.3,25.8,1.1,29.3,0.12,2.2,1420.1,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 3710, which is an approximation of Bronx CD 2.","2010 Census population counts for floodplain area within Bronx CD 2.",171,183,97,97,98,98,1642,2302,"Brooklyn Heights/Fort Greene","Brooklyn"
"33",NA,3.8,NA,"false",NA,NA,56704,210,106,0,30129,0,0,NA,151686412,35479,469720,28446091,16606492,502862,86943,4636969,1769311,10966588,22519060,64578070,19397,11,211,89,31,175,33,13,321,310,128,1140,16935,64,44,6,8,17,96515,19371,1071,96,162548,151107,146594,4106,408,0,0,1068827,"qn08@cb.nyc.gov","www1.nyc.gov/site/queenscb8/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 4106, which is an approximation of Queens CD 8","Briarwood, Fresh Meadows, Hillcrest, Holliswood, Jamaica, Jamaica Estates, Jamaica Hills, Kew Gardens Hills, Pomonok, Utopia","Street flooding","Street conditions (roadway maintenance)","Parks","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn08_statement_2018.pdf","","Queens CD 8","Queens Community District 8",0,0,0,0,0,0,0,0,0.682,0.021,0.08,0.03,18.6,4.4,33.9,11.4,31.6,1.4,0.8,1.1,0.8,1.1,1,1.6,1.5,2.7,2.2,3.5,2.8,3.8,3.4,50,3.3,3.4,2.8,3.4,3.4,3.4,2.7,3.6,3.5,4.2,3.4,3.8,3.8,3.3,3.2,2.6,2.6,2.6,2.8,3.5,3.3,0.1,13,0.1,13.7,0.6,14.1,21.2,20.5,0.9,20.5,0.1,23,0.2,28.9,1.4,27,1.1,47.2,0.000233897,0.007046294,0.003096652,0.187532229,0.109479101,0.003315142,0.000573176,0.030569442,0.011664268,0.072297761,0.148457991,0.425734047,11.8,9.1,7.023903,96.8,97.8,0.2,44.6,0.6,47.5,2.5,48.3,0.1,40.3,0.2,43,0.9,43,0.1,5.5,0.1,5,0.6,5.7,0.2,36.2,0.3,30.6,1.2,40.3,20.3,20.2,1.3,22,0.03,7.4,4765.3,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4106, which is an approximation of Queens CD 8.","2010 Census population counts for floodplain area within Queens CD 8.",0,0,0,0,0,0,0,0,"Hillcrest/Fresh Meadows","Queens"
"34",NA,3.7,NA,"false",29000,29000,46240,39681,18104,37889,20655,17004,0,NA,208879410,980129,1446076,80512333,8908288,3688053,1150461,3538870,1195475,13609043,6710908,62553746,15012,67,1511,168,209,206,150,58,218,181,97,1187,10960,85,52,5,12,15,96515,19371,1278,96,121517,114978,106686,4114,414,89752,75307,24586028,"cbrock14@nyc.rr.com","www1.nyc.gov/site/queenscb14/index.page","American Community Survey 2012-2016 5-Year Estimates for PUMA 4114, which is an approximation of Queens CD 14","Arverne, Bayswater, Belle Harbor, Breezy Point, Broad Channel, Edgemere, Far Rockaway, Hammels, Neponsit, Rockaway Park, The Rockaways, Roxbury, Seaside, Somerville","Unemployment","Transit (buses & subways)","Resiliency","http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn14_statement_2018.pdf","","Queens CD 14","Queens Community District 14",0.379674348,0.3805539933,0.5198957131,0.5308354334,0.6423347592,0.6429274466,0.3366235455,0.3524892821,2.859,2.859,10.59,6.68,23.5,2.2,3.9,35.3,35,1.3,0.7,1.2,0.9,1.6,1.2,1.7,1.2,2.3,1.8,3.1,2.8,3.3,2.9,56,3.3,3.6,3.1,3,2.1,3.4,2.8,3.7,2.7,3.1,3.2,3.5,3,2.9,3.4,3.7,3.4,3.8,3.9,4,4.8,0.1,13,0.1,13.7,0.7,14,21.2,20.5,1.2,27.8,0.1,23,0.2,28.9,1.2,13.7,1.3,26.1,0.00469232,0.117704411,0.006923018,0.385448872,0.042647995,0.017656374,0.005507776,0.016942168,0.005723278,0.06515263,0.032128145,0.299473012,11.8,9.1,11.63837,96.8,96.2,0.2,44.6,0.6,47.5,2.1,45.8,0.1,40.3,0.2,43,1.5,50,0.1,5.5,0.1,5,0.5,5.4,0.2,36.2,0.3,30.6,1.5,27,20.3,20.2,1.5,17.9,0.08,7,4494.9,"American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4114, which is an approximation of Queens CD 14.","2010 Census population counts for floodplain area within Queens CD 14.",14224,14494,9145,9310,5413,5503,11164,12164,"Rockaways","Queens"
